attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason,F_or_T
0,0,0,4496180765029751,王一博猫猫永远支持你,耶波家的Android,尊重一博，我就尊重你🌴🍍,320,201,f,7007569530,2,11,https://m.weibo.cn/u/7007569530?uid=7007569530,"https://tvax3.sinaimg.cn/crop.0.0.664.664.180/007Ef2X0ly8gdyxtgiqv9j30ig0iht9e.jpg?KID=imgbed,tva&Expires=1587529775&ssig=Zow2DV9Afd",耶波家的mtjj,2459,4,True,问答答主,T
0,0,0,4496180756929934,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,心之所向，素履以往,34,13,f,5883470245,0,0,https://m.weibo.cn/u/5883470245?uid=5883470245,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006qarnnly8gdl4l3d7dkj30ro0rodig.jpg?KID=imgbed,tva&Expires=1587529775&ssig=pJW2Q48Fjb",Dear-双枳,462,4,False,,T
0,0,0,4496430096421401,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,“就保持无感。”,343,380,f,5719790890,2,11,https://m.weibo.cn/u/5719790890?uid=5719790890,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/006f5ETMly8ge0gmjaaawj30ru0rugod.jpg?KID=imgbed,tva&Expires=1587529776&ssig=B96TIuMSWP",林醉朝,860,9,True,可爱本体王一博超话小主持人,T
0,0,0,4496430092212995,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,恐水产！,563,879,m,6408720874,3,12,https://m.weibo.cn/u/6408720874?uid=6408720874,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/006ZIl3Ily8gdioynb8tdj30ig0ig0tw.jpg?KID=imgbed,tva&Expires=1587529776&ssig=286IHY7syB",妮妮已下线,20533,12,True,视频博主,T
0,0,0,4496430087457170,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,颓废的人生，不解释,57,92,f,2162492194,0,0,https://m.weibo.cn/u/2162492194?uid=2162492194,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/80e50322ly8gdjpkwac63j20ru0ru77d.jpg?KID=imgbed,tva&Expires=1587529776&ssig=4VnofV0pti",小欢乐涛,407,8,False,,T
0,0,0,4496430079037747,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,,71,30,f,7360953546,0,0,https://m.weibo.cn/u/7360953546?uid=7360953546,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/00829Ohcly8gdim16cd28j30ro0rotbj.jpg?KID=imgbed,tva&Expires=1587529776&ssig=AdSfNHXr7G",馨曦43971,213,0,False,,T
0,0,0,4496430075373136,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,太子的保安,140,16,f,6889466811,1,11,https://m.weibo.cn/u/6889466811?uid=6889466811,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/007wfv2rly8ge059i9lmpj30ru0ruach.jpg?KID=imgbed,tva&Expires=1587529776&ssig=yaKNSxRGxq",·苏打啵子·,659,4,False,,T
0,0,0,4496430049589018,喔唷 昨天错过了这个[doge][doge][doge],iPhone客户端,God is a girl? God is a gay......,1185,150,f,1881043804,0,0,https://m.weibo.cn/u/1881043804?uid=1881043804,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/701e735cly8g9zgcaeegaj20e80e875e.jpg?KID=imgbed,tva&Expires=1587529776&ssig=oU00KxHfud",康木昂黑喂狗,16701,21,False,,T
0,0,0,4496430029081557,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,普通网友，名叫姐姐。,781,11721,f,6577293074,4,12,https://m.weibo.cn/u/6577293074?uid=6577293074,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007b7Eoaly8gdsmnybau5j30ro0ro0uq.jpg?KID=imgbed,tva&Expires=1587529776&ssig=lcYPoCezVs",巴啦啦小博仙err,16728,19,True,娱乐博主,T
0,0,0,4496154043694859,转发微博,Android,I will guard you from a distance,33,2,f,7385184371,0,0,https://m.weibo.cn/u/7385184371?uid=7385184371,"https://tvax3.sinaimg.cn/crop.0.0.1006.1006.180/0083NtOXly8gdjq86fy94j30ry0ry0un.jpg?KID=imgbed,tva&Expires=1587529776&ssig=XYI3rYLGIA",香菜啵薯片贊沖鴨,180,0,False,,T
0,0,0,4496362370923772,转发微博,堂本牌荣耀8X,初心TVXQ 现本命KinKi Kids💙❤ 白宇是快乐源泉了,621,274,f,2744635485,6,12,https://m.weibo.cn/u/2744635485?uid=2744635485,"https://tvax1.sinaimg.cn/crop.0.0.1008.1008.180/a397d05dly8gdfu0gsfikj20s00s0wfw.jpg?KID=imgbed,tva&Expires=1587529776&ssig=ow%2B7R7XgiS",要让丸子美伦眼熟的沐沐,14949,42,False,,T
0,0,0,4496362122612467,//@Origins悦木之源:进入中国十年间，悦木之源探索不止环保不息。这个地球月，和一博一起，开启强韧力量，守护绿色地球！#一滴愈肌肤 一棵愈地球#,iPhone客户端,mm,37,18,m,7353361381,0,0,https://m.weibo.cn/u/7353361381?uid=7353361381,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0081DXcVly8gdi8pvo7obj30u00u0jup.jpg?KID=imgbed,tva&Expires=1587529776&ssig=cCdwZSq4Cf",WYB下辈子的女人,1092,0,False,,T
0,0,0,4496361926286720,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,小啵小赞宇宙超级无敌可爱🌟,913,751,f,5129145296,5,11,https://m.weibo.cn/u/5129145296?uid=5129145296,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/005B7mZWly8gdi71lt1mhj30ru0rujt1.jpg?KID=imgbed,tva&Expires=1587529776&ssig=7J0LmS1ho7",小猪肥嘟嘟·,87232,40,False,,T
0,0,0,4496361879478630,转发微博,前置双摄vivo X9s,爱音乐的那个人,425,76,m,6384887143,2,2,https://m.weibo.cn/u/6384887143?uid=6384887143,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006Y6kOHly8g5uul9m6j8j30ro0ro42b.jpg?KID=imgbed,tva&Expires=1587529776&ssig=PZOM%2FJ4Ajp",美人熊江,166,4,False,,T
