attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason
0,0,0,4354240144832381,转发微博,iPhone客户端,,3,1,m,6784826952,0,0,https://m.weibo.cn/u/6784826952?uid=6784826952,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1587421901&ssig=RrpwFcVE1x",用户6784826952,37,2,False,
0,0,0,4354240140629356,#蔡徐坤Bigger# …| #蔡徐坤的未完成# [蔡徐坤百无禁忌]☝️[蔡徐坤李维斯]☝️[蔡徐坤榜样阅读]☝️[蔡徐坤蓬蓬时刻]☝️[蔡徐坤TRENDS时尚]☝️[蔡徐坤vivo x23]☝️[蔡徐坤咪咕]☝️[蔡徐坤公益]☝️[蔡徐坤waitwaitwait]☝️[蔡徐坤喂喂喂]☝️[蔡徐坤vivo时尚先锋]☝️@蔡徐坤,窗 - 魅族 PRO 7,,60,1,m,6914678520,0,0,https://m.weibo.cn/u/6914678520?uid=6914678520,"https://tvax2.sinaimg.cn/crop.0.0.100.100.180/007xXhKUly8fyslm66bl7j302s02sgm0.jpg?KID=imgbed,tva&Expires=1587421901&ssig=oPNnIZqinr",恐惧混_ihzm8,21,4,False,
0,0,0,4354239897397468,[求关注][求关注],iPhone客户端,,42,1,m,6750183175,0,0,https://m.weibo.cn/u/6750183175?uid=6750183175,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/007mP50bly8g0639xn6d0j30u00u0769.jpg?KID=imgbed,tva&Expires=1587421901&ssig=S956dlaPbi",用户6750183175,78,3,False,
0,0,0,4352122788512233,愿你走过的所有弯路，最[害羞]后都成为美丽彩虹！,微博 weibo.com,,210,17,m,6788566874,0,0,https://m.weibo.cn/u/6788566874?uid=6788566874,"https://tvax2.sinaimg.cn/crop.0.0.300.300.180/007pq8m6ly8g7provsfxnj308c08c0sv.jpg?KID=imgbed,tva&Expires=1587421901&ssig=gI1Jsw9AMI",黄馨颍JoJo冻,13,0,False,
0,0,0,4361078428721598,转发微博,vivo智能手机,贤坤,12,42,f,6457394318,1,2,https://m.weibo.cn/u/6457394318?uid=6457394318,"https://tvax2.sinaimg.cn/crop.9.0.942.942.180/00730zfgly8gd669iew0qj30qo0q6mxs.jpg?KID=imgbed,tva&Expires=1587421901&ssig=GRcoSJ6paF",啵坤,839,4,False,
0,0,0,4361078022035506,赞赞赞,iPhone客户端,,358,28,m,6632817223,0,0,https://m.weibo.cn/u/6632817223?uid=6632817223,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007eSCKXly8g5pa4ng1pgj30u00u0abk.jpg?KID=imgbed,tva&Expires=1587421901&ssig=sglCLnQ9Aa",喜欢kun的正能量,2228,4,False,
0,0,0,4361077913461591,转发微博,微博国际版,,15,1,m,6811452039,0,0,https://m.weibo.cn/u/6811452039?uid=6811452039,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1587421901&ssig=RrpwFcVE1x",用户6811452039,30,2,False,
0,0,0,4361077112112412,转发微博,OPPO智能手机,爱你的每个瞬间像呼啸而过的地铁,90,35,f,6087585005,0,0,https://m.weibo.cn/u/6087585005?uid=6087585005,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006DYSWVly8gdtcyomrvuj30ro0ro0u4.jpg?KID=imgbed,tva&Expires=1587421901&ssig=V%2FWGLk84Ut",搂过哥哥小蛮腰,466,9,False,
0,0,0,4361077036402091,千千会很好 哥哥也是,vivo X23全息幻彩,无论如何 我只偏爱你,251,1056,f,6064658658,1,2,https://m.weibo.cn/u/6064658658?uid=6064658658,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006CqGL8ly8gdmug0s6g9j30ro0rognj.jpg?KID=imgbed,tva&Expires=1587421901&ssig=3fnJIq6Owy",甜酒酿奶葵,6233,4,False,
0,0,0,4361077011891948,转发微博,OPPO R9s,你若初心不改，我必始终如一，KUN,153,142,f,5794999848,0,0,https://m.weibo.cn/u/5794999848?uid=5794999848,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/006kbebuly8fq3vdjfvcpj30qo0qo77s.jpg?KID=imgbed,tva&Expires=1587421901&ssig=sy8oqjmD%2Fy",一点两面,4448,26,False,
